Category,ID,Code_Original,Emoji_Code_2nd_Option,Emoji_Name,Emoji_Code_CASI,Emoji_Code_FINAL
face-smiling,1,U+1F600,U0001F600,grinning_face,\\\\U0001F600\\,\'\\U0001f600\
face-smiling,2,U+1F603,U0001F603,grinning_face_with_big_eyes,\\\\U0001F603\\,\'\\U0001f603\
face-smiling,3,U+1F604,U0001F604,grinning_face_with_smiling_eyes,\\\\U0001F604\\,\'\\U0001f604\
face-smiling,4,U+1F601,U0001F601,beaming_face_with_smiling_eyes,\\\\U0001F601\\,\'\\U0001f601\
face-smiling,5,U+1F606,U0001F606,grinning_squinting_face,\\\\U0001F606\\,\'\\U0001f606\
face-smiling,6,U+1F605,U0001F605,grinning_face_with_sweat,\\\\U0001F605\\,\'\\U0001f605\
face-smiling,7,U+1F923,U0001F923,rolling_on_the_floor_laughing,\\\\U0001F923\\,\'\\U0001f923\
face-smiling,8,U+1F602,U0001F602,face_with_tears_of_joy,\\\\U0001F602\\,\'\\U0001f602\
face-smiling,9,U+1F642,U0001F642,slightly_smiling_face,\\\\U0001F642\\,\'\\U0001f642\
face-smiling,10,U+1F643,U0001F643,upside-down_face,\\\\U0001F643\\,\'\\U0001f643\
face-smiling,11,U+1FAE0,U0001FAE0,melting_face,\\\\U0001FAE0\\,\'\\U0001fae0\
face-smiling,12,U+1F609,U0001F609,winking_face,\\\\U0001F609\\,\'\\U0001f609\
face-smiling,13,U+1F60A,U0001F60A,smiling_face_with_smiling_eyes,\\\\U0001F60A\\,\'\\U0001f60a\
face-smiling,14,U+1F607,U0001F607,smiling_face_with_halo,\\\\U0001F607\\,\'\\U0001f607\
face-affection,15,U+1F970,U0001F970,smiling_face_with_hearts,\\\\U0001F970\\,\'\\U0001f970\
face-affection,16,U+1F60D,U0001F60D,smiling_face_with_heart-eyes,\\\\U0001F60D\\,\'\\U0001f60d\
face-affection,17,U+1F929,U0001F929,star-struck,\\\\U0001F929\\,\'\\U0001f929\
face-affection,18,U+1F618,U0001F618,face_blowing_a_kiss,\\\\U0001F618\\,\'\\U0001f618\
face-affection,19,U+1F617,U0001F617,kissing_face,\\\\U0001F617\\,\'\\U0001f617\
face-affection,20,U+263A,U000263A,smiling_face,\\\\U000263A\\,\'\\U000263a\
face-affection,21,U+1F61A,U0001F61A,kissing_face_with_closed_eyes,\\\\U0001F61A\\,\'\\U0001f61a\
face-affection,22,U+1F619,U0001F619,kissing_face_with_smiling_eyes,\\\\U0001F619\\,\'\\U0001f619\
face-affection,23,U+1F972,U0001F972,smiling_face_with_tear,\\\\U0001F972\\,\'\\U0001f972\
face-tongue,24,U+1F60B,U0001F60B,face_savoring_food,\\\\U0001F60B\\,\'\\U0001f60b\
face-tongue,25,U+1F61B,U0001F61B,face_with_tongue,\\\\U0001F61B\\,\'\\U0001f61b\
face-tongue,26,U+1F61C,U0001F61C,winking_face_with_tongue,\\\\U0001F61C\\,\'\\U0001f61c\
face-tongue,27,U+1F92A,U0001F92A,zany_face,\\\\U0001F92A\\,\'\\U0001f92a\
face-tongue,28,U+1F61D,U0001F61D,squinting_face_with_tongue,\\\\U0001F61D\\,\'\\U0001f61d\
face-tongue,29,U+1F911,U0001F911,money-mouth_face,\\\\U0001F911\\,\'\\U0001f911\
face-hand,30,U+1F917,U0001F917,smiling_face_with_open_hands,\\\\U0001F917\\,\'\\U0001f917\
face-hand,31,U+1F92D,U0001F92D,face_with_hand_over_mouth,\\\\U0001F92D\\,\'\\U0001f92d\
face-hand,32,U+1FAE2,U0001FAE2,face_with_open_eyes_and_hand_over_mouth,\\\\U0001FAE2\\,\'\\U0001fae2\
face-hand,33,U+1FAE3,U0001FAE3,face_with_peeking_eye,\\\\U0001FAE3\\,\'\\U0001fae3\
face-hand,34,U+1F92B,U0001F92B,shushing_face,\\\\U0001F92B\\,\'\\U0001f92b\
face-hand,35,U+1F914,U0001F914,thinking_face,\\\\U0001F914\\,\'\\U0001f914\
face-hand,36,U+1FAE1,U0001FAE1,saluting_face,\\\\U0001FAE1\\,\'\\U0001fae1\
face-neutral-skeptical,37,U+1F910,U0001F910,zipper-mouth_face,\\\\U0001F910\\,\'\\U0001f910\
face-neutral-skeptical,38,U+1F928,U0001F928,face_with_raised_eyebrow,\\\\U0001F928\\,\'\\U0001f928\
face-neutral-skeptical,39,U+1F610,U0001F610,neutral_face,\\\\U0001F610\\,\'\\U0001f610\
face-neutral-skeptical,40,U+1F611,U0001F611,expressionless_face,\\\\U0001F611\\,\'\\U0001f611\
face-neutral-skeptical,41,U+1F636,U0001F636,face_without_mouth,\\\\U0001F636\\,\'\\U0001f636\
face-neutral-skeptical,42,U+1FAE5,U0001FAE5,dotted_line_face,\\\\U0001FAE5\\,\'\\U0001fae5\
face-neutral-skeptical,43,U+1F636 U+200D U+1F32B U+FE0F,U0001F636 U000200D U0001F32B U000FE0F,face_in_clouds,\\\\U0001F636 \U000200D \U0001F32B \U000FE0F\\,\'\\U0001f636 \U000200d \U0001f32b \U000fe0f\
face-neutral-skeptical,44,U+1F60F,U0001F60F,smirking_face,\\\\U0001F60F\\,\'\\U0001f60f\
face-neutral-skeptical,45,U+1F612,U0001F612,unamused_face,\\\\U0001F612\\,\'\\U0001f612\
face-neutral-skeptical,46,U+1F644,U0001F644,face_with_rolling_eyes,\\\\U0001F644\\,\'\\U0001f644\
face-neutral-skeptical,47,U+1F62C,U0001F62C,grimacing_face,\\\\U0001F62C\\,\'\\U0001f62c\
face-neutral-skeptical,48,U+1F62E U+200D U+1F4A8,U0001F62E U000200D U0001F4A8,face_exhaling,\\\\U0001F62E \U000200D \U0001F4A8\\,\'\\U0001f62e \U000200d \U0001f4a8\
face-neutral-skeptical,49,U+1F925,U0001F925,lying_face,\\\\U0001F925\\,\'\\U0001f925\
face-sleepy,50,U+1F60C,U0001F60C,relieved_face,\\\\U0001F60C\\,\'\\U0001f60c\
face-sleepy,51,U+1F614,U0001F614,pensive_face,\\\\U0001F614\\,\'\\U0001f614\
face-sleepy,52,U+1F62A,U0001F62A,sleepy_face,\\\\U0001F62A\\,\'\\U0001f62a\
face-sleepy,53,U+1F924,U0001F924,drooling_face,\\\\U0001F924\\,\'\\U0001f924\
face-sleepy,54,U+1F634,U0001F634,sleeping_face,\\\\U0001F634\\,\'\\U0001f634\
face-unwell,55,U+1F637,U0001F637,face_with_medical_mask,\\\\U0001F637\\,\'\\U0001f637\
face-unwell,56,U+1F912,U0001F912,face_with_thermometer,\\\\U0001F912\\,\'\\U0001f912\
face-unwell,57,U+1F915,U0001F915,face_with_head-bandage,\\\\U0001F915\\,\'\\U0001f915\
face-unwell,58,U+1F922,U0001F922,nauseated_face,\\\\U0001F922\\,\'\\U0001f922\
face-unwell,59,U+1F92E,U0001F92E,face_vomiting,\\\\U0001F92E\\,\'\\U0001f92e\
face-unwell,60,U+1F927,U0001F927,sneezing_face,\\\\U0001F927\\,\'\\U0001f927\
face-unwell,61,U+1F975,U0001F975,hot_face,\\\\U0001F975\\,\'\\U0001f975\
face-unwell,62,U+1F976,U0001F976,cold_face,\\\\U0001F976\\,\'\\U0001f976\
face-unwell,63,U+1F974,U0001F974,woozy_face,\\\\U0001F974\\,\'\\U0001f974\
face-unwell,64,U+1F635,U0001F635,face_with_crossed-out_eyes,\\\\U0001F635\\,\'\\U0001f635\
face-unwell,65,U+1F635 U+200D U+1F4AB,U0001F635 U000200D U0001F4AB,face_with_spiral_eyes,\\\\U0001F635 \U000200D \U0001F4AB\\,\'\\U0001f635 \U000200d \U0001f4ab\
face-unwell,66,U+1F92F,U0001F92F,exploding_head,\\\\U0001F92F\\,\'\\U0001f92f\
face-hat,67,U+1F920,U0001F920,cowboy_hat_face,\\\\U0001F920\\,\'\\U0001f920\
face-hat,68,U+1F973,U0001F973,partying_face,\\\\U0001F973\\,\'\\U0001f973\
face-hat,69,U+1F978,U0001F978,disguised_face,\\\\U0001F978\\,\'\\U0001f978\
face-glasses,70,U+1F60E,U0001F60E,smiling_face_with_sunglasses,\\\\U0001F60E\\,\'\\U0001f60e\
face-glasses,71,U+1F913,U0001F913,nerd_face,\\\\U0001F913\\,\'\\U0001f913\
face-glasses,72,U+1F9D0,U0001F9D0,face_with_monocle,\\\\U0001F9D0\\,\'\\U0001f9d0\
face-concerned,73,U+1F615,U0001F615,confused_face,\\\\U0001F615\\,\'\\U0001f615\
face-concerned,74,U+1FAE4,U0001FAE4,face_with_diagonal_mouth,\\\\U0001FAE4\\,\'\\U0001fae4\
face-concerned,75,U+1F61F,U0001F61F,worried_face,\\\\U0001F61F\\,\'\\U0001f61f\
face-concerned,76,U+1F641,U0001F641,slightly_frowning_face,\\\\U0001F641\\,\'\\U0001f641\
face-concerned,77,U+2639,U0002639,frowning_face,\\\\U0002639\\,\'\\U0002639\
face-concerned,78,U+1F62E,U0001F62E,face_with_open_mouth,\\\\U0001F62E\\,\'\\U0001f62e\
face-concerned,79,U+1F62F,U0001F62F,hushed_face,\\\\U0001F62F\\,\'\\U0001f62f\
face-concerned,80,U+1F632,U0001F632,astonished_face,\\\\U0001F632\\,\'\\U0001f632\
face-concerned,81,U+1F633,U0001F633,flushed_face,\\\\U0001F633\\,\'\\U0001f633\
face-concerned,82,U+1F97A,U0001F97A,pleading_face,\\\\U0001F97A\\,\'\\U0001f97a\
face-concerned,83,U+1F979,U0001F979,face_holding_back_tears,\\\\U0001F979\\,\'\\U0001f979\
face-concerned,84,U+1F626,U0001F626,frowning_face_with_open_mouth,\\\\U0001F626\\,\'\\U0001f626\
face-concerned,85,U+1F627,U0001F627,anguished_face,\\\\U0001F627\\,\'\\U0001f627\
face-concerned,86,U+1F628,U0001F628,fearful_face,\\\\U0001F628\\,\'\\U0001f628\
face-concerned,87,U+1F630,U0001F630,anxious_face_with_sweat,\\\\U0001F630\\,\'\\U0001f630\
face-concerned,88,U+1F625,U0001F625,sad_but_relieved_face,\\\\U0001F625\\,\'\\U0001f625\
face-concerned,89,U+1F622,U0001F622,crying_face,\\\\U0001F622\\,\'\\U0001f622\
face-concerned,90,U+1F62D,U0001F62D,loudly_crying_face,\\\\U0001F62D\\,\'\\U0001f62d\
face-concerned,91,U+1F631,U0001F631,face_screaming_in_fear,\\\\U0001F631\\,\'\\U0001f631\
face-concerned,92,U+1F616,U0001F616,confounded_face,\\\\U0001F616\\,\'\\U0001f616\
face-concerned,93,U+1F623,U0001F623,persevering_face,\\\\U0001F623\\,\'\\U0001f623\
face-concerned,94,U+1F61E,U0001F61E,disappointed_face,\\\\U0001F61E\\,\'\\U0001f61e\
face-concerned,95,U+1F613,U0001F613,downcast_face_with_sweat,\\\\U0001F613\\,\'\\U0001f613\
face-concerned,96,U+1F629,U0001F629,weary_face,\\\\U0001F629\\,\'\\U0001f629\
face-concerned,97,U+1F62B,U0001F62B,tired_face,\\\\U0001F62B\\,\'\\U0001f62b\
face-concerned,98,U+1F971,U0001F971,yawning_face,\\\\U0001F971\\,\'\\U0001f971\
face-negative,99,U+1F624,U0001F624,face_with_steam_from_nose,\\\\U0001F624\\,\'\\U0001f624\
face-negative,100,U+1F621,U0001F621,pouting_face,\\\\U0001F621\\,\'\\U0001f621\
face-negative,101,U+1F620,U0001F620,angry_face,\\\\U0001F620\\,\'\\U0001f620\
face-negative,102,U+1F92C,U0001F92C,face_with_symbols_on_mouth,\\\\U0001F92C\\,\'\\U0001f92c\
face-negative,103,U+1F608,U0001F608,smiling_face_with_horns,\\\\U0001F608\\,\'\\U0001f608\
face-negative,104,U+1F47F,U0001F47F,angry_face_with_horns,\\\\U0001F47F\\,\'\\U0001f47f\
face-negative,105,U+1F480,U0001F480,skull,\\\\U0001F480\\,\'\\U0001f480\
face-negative,106,U+2620,U0002620,skull_and_crossbones,\\\\U0002620\\,\'\\U0002620\
face-costume,107,U+1F4A9,U0001F4A9,pile_of_poo,\\\\U0001F4A9\\,\'\\U0001f4a9\
face-costume,108,U+1F921,U0001F921,clown_face,\\\\U0001F921\\,\'\\U0001f921\
face-costume,109,U+1F479,U0001F479,ogre,\\\\U0001F479\\,\'\\U0001f479\
face-costume,110,U+1F47A,U0001F47A,goblin,\\\\U0001F47A\\,\'\\U0001f47a\
face-costume,111,U+1F47B,U0001F47B,ghost,\\\\U0001F47B\\,\'\\U0001f47b\
face-costume,112,U+1F47D,U0001F47D,alien,\\\\U0001F47D\\,\'\\U0001f47d\
face-costume,113,U+1F47E,U0001F47E,alien_monster,\\\\U0001F47E\\,\'\\U0001f47e\
face-costume,114,U+1F916,U0001F916,robot,\\\\U0001F916\\,\'\\U0001f916\
cat-face,115,U+1F63A,U0001F63A,grinning_cat,\\\\U0001F63A\\,\'\\U0001f63a\
cat-face,116,U+1F638,U0001F638,grinning_cat_with_smiling_eyes,\\\\U0001F638\\,\'\\U0001f638\
cat-face,117,U+1F639,U0001F639,cat_with_tears_of_joy,\\\\U0001F639\\,\'\\U0001f639\
cat-face,118,U+1F63B,U0001F63B,smiling_cat_with_heart-eyes,\\\\U0001F63B\\,\'\\U0001f63b\
cat-face,119,U+1F63C,U0001F63C,cat_with_wry_smile,\\\\U0001F63C\\,\'\\U0001f63c\
cat-face,120,U+1F63D,U0001F63D,kissing_cat,\\\\U0001F63D\\,\'\\U0001f63d\
cat-face,121,U+1F640,U0001F640,weary_cat,\\\\U0001F640\\,\'\\U0001f640\
cat-face,122,U+1F63F,U0001F63F,crying_cat,\\\\U0001F63F\\,\'\\U0001f63f\
cat-face,123,U+1F63E,U0001F63E,pouting_cat,\\\\U0001F63E\\,\'\\U0001f63e\
monkey-face,124,U+1F648,U0001F648,see-no-evil_monkey,\\\\U0001F648\\,\'\\U0001f648\
monkey-face,125,U+1F649,U0001F649,hear-no-evil_monkey,\\\\U0001F649\\,\'\\U0001f649\
monkey-face,126,U+1F64A,U0001F64A,speak-no-evil_monkey,\\\\U0001F64A\\,\'\\U0001f64a\
emotion,127,U+1F48B,U0001F48B,kiss_mark,\\\\U0001F48B\\,\'\\U0001f48b\
emotion,128,U+1F48C,U0001F48C,love_letter,\\\\U0001F48C\\,\'\\U0001f48c\
emotion,129,U+1F498,U0001F498,heart_with_arrow,\\\\U0001F498\\,\'\\U0001f498\
emotion,130,U+1F49D,U0001F49D,heart_with_ribbon,\\\\U0001F49D\\,\'\\U0001f49d\
emotion,131,U+1F496,U0001F496,sparkling_heart,\\\\U0001F496\\,\'\\U0001f496\
emotion,132,U+1F497,U0001F497,growing_heart,\\\\U0001F497\\,\'\\U0001f497\
emotion,133,U+1F493,U0001F493,beating_heart,\\\\U0001F493\\,\'\\U0001f493\
emotion,134,U+1F49E,U0001F49E,revolving_hearts,\\\\U0001F49E\\,\'\\U0001f49e\
emotion,135,U+1F495,U0001F495,two_hearts,\\\\U0001F495\\,\'\\U0001f495\
emotion,136,U+1F49F,U0001F49F,heart_decoration,\\\\U0001F49F\\,\'\\U0001f49f\
emotion,137,U+2763,U0002763,heart_exclamation,\\\\U0002763\\,\'\\U0002763\
emotion,138,U+1F494,U0001F494,broken_heart,\\\\U0001F494\\,\'\\U0001f494\
emotion,139,U+2764 U+FE0F U+200D U+1F525,U0002764 U000FE0F U000200D U0001F525,heart_on_fire,\\\\U0002764 \U000FE0F \U000200D \U0001F525\\,\'\\U0002764 \U000fe0f \U000200d \U0001f525\
emotion,140,U+2764 U+FE0F U+200D U+1FA79,U0002764 U000FE0F U000200D U0001FA79,mending_heart,\\\\U0002764 \U000FE0F \U000200D \U0001FA79\\,\'\\U0002764 \U000fe0f \U000200d \U0001fa79\
emotion,141,U+2764,u2764ufe0f,red_heart,\\\\u2764ufe0f\\,\'\\u2764ufe0f\
emotion,142,U+1F9E1,U0001F9E1,orange_heart,\\\\U0001F9E1\\,\'\\U0001f9e1\
emotion,143,U+1F49B,U0001F49B,yellow_heart,\\\\U0001F49B\\,\'\\U0001f49b\
emotion,144,U+1F49A,U0001F49A,green_heart,\\\\U0001F49A\\,\'\\U0001f49a\
emotion,145,U+1F499,U0001F499,blue_heart,\\\\U0001F499\\,\'\\U0001f499\
emotion,146,U+1F49C,U0001F49C,purple_heart,\\\\U0001F49C\\,\'\\U0001f49c\
emotion,147,U+1F90E,U0001F90E,brown_heart,\\\\U0001F90E\\,\'\\U0001f90e\
emotion,148,U+1F5A4,U0001F5A4,black_heart,\\\\U0001F5A4\\,\'\\U0001f5a4\
emotion,149,U+1F90D,U0001F90D,white_heart,\\\\U0001F90D\\,\'\\U0001f90d\
emotion,150,U+1F4AF,U0001F4AF,hundred_points,\\\\U0001F4AF\\,\'\\U0001f4af\
emotion,151,U+1F4A2,U0001F4A2,anger_symbol,\\\\U0001F4A2\\,\'\\U0001f4a2\
emotion,152,U+1F4A5,U0001F4A5,collision,\\\\U0001F4A5\\,\'\\U0001f4a5\
emotion,153,U+1F4AB,U0001F4AB,dizzy,\\\\U0001F4AB\\,\'\\U0001f4ab\
emotion,154,U+1F4A6,U0001F4A6,sweat_droplets,\\\\U0001F4A6\\,\'\\U0001f4a6\
emotion,155,U+1F4A8,U0001F4A8,dashing_away,\\\\U0001F4A8\\,\'\\U0001f4a8\
emotion,156,U+1F573,U0001F573,hole,\\\\U0001F573\\,\'\\U0001f573\
emotion,157,U+1F4A3,U0001F4A3,bomb,\\\\U0001F4A3\\,\'\\U0001f4a3\
emotion,158,U+1F4AC,U0001F4AC,speech_balloon,\\\\U0001F4AC\\,\'\\U0001f4ac\
emotion,159,U+1F441 U+FE0F U+200D U+1F5E8 U+FE0F,U0001F441 U000FE0F U000200D U0001F5E8 U000FE0F,eye_in_speech_bubble,\\\\U0001F441 \U000FE0F \U000200D \U0001F5E8 \U000FE0F\\,\'\\U0001f441 \U000fe0f \U000200d \U0001f5e8 \U000fe0f\
emotion,160,U+1F5E8,U0001F5E8,left_speech_bubble,\\\\U0001F5E8\\,\'\\U0001f5e8\
emotion,161,U+1F5EF,U0001F5EF,right_anger_bubble,\\\\U0001F5EF\\,\'\\U0001f5ef\
emotion,162,U+1F4AD,U0001F4AD,thought_balloon,\\\\U0001F4AD\\,\'\\U0001f4ad\
emotion,163,U+1F4A4,U0001F4A4,zzz,\\\\U0001F4A4\\,\'\\U0001f4a4\
hand-fingers-open,164,U+1F44B,U0001F44B,waving_hand,\\\\U0001F44B\\,\'\\U0001f44b\
hand-fingers-open,165,U+1F91A,U0001F91A,raised_back_of_hand,\\\\U0001F91A\\,\'\\U0001f91a\
hand-fingers-open,166,U+1F590,U0001F590,hand_with_fingers_splayed,\\\\U0001F590\\,\'\\U0001f590\
hand-fingers-open,167,U+270B,U000270B,raised_hand,\\\\U000270B\\,\'\\U000270b\
hand-fingers-open,168,U+1F596,U0001F596,vulcan_salute,\\\\U0001F596\\,\'\\U0001f596\
hand-fingers-open,169,U+1FAF1,U0001FAF1,rightwards_hand,\\\\U0001FAF1\\,\'\\U0001faf1\
hand-fingers-open,170,U+1FAF2,U0001FAF2,leftwards_hand,\\\\U0001FAF2\\,\'\\U0001faf2\
hand-fingers-open,171,U+1FAF3,U0001FAF3,palm_down_hand,\\\\U0001FAF3\\,\'\\U0001faf3\
hand-fingers-open,172,U+1FAF4,U0001FAF4,palm_up_hand,\\\\U0001FAF4\\,\'\\U0001faf4\
hand-fingers-partial,173,U+1F44C,U0001F44C,OK_hand,\\\\U0001F44C\\,\'\\U0001f44c\
hand-fingers-partial,174,U+1F90C,U0001F90C,pinched_fingers,\\\\U0001F90C\\,\'\\U0001f90c\
hand-fingers-partial,175,U+1F90F,U0001F90F,pinching_hand,\\\\U0001F90F\\,\'\\U0001f90f\
hand-fingers-partial,176,U+270C,U000270C,victory_hand,\\\\U000270C\\,\'\\U000270c\
hand-fingers-partial,177,U+1F91E,U0001F91E,crossed_fingers,\\\\U0001F91E\\,\'\\U0001f91e\
hand-fingers-partial,178,U+1FAF0,U0001FAF0,hand_with_index_finger_and_thumb_crossed,\\\\U0001FAF0\\,\'\\U0001faf0\
hand-fingers-partial,179,U+1F91F,U0001F91F,love-you_gesture,\\\\U0001F91F\\,\'\\U0001f91f\
hand-fingers-partial,180,U+1F918,U0001F918,sign_of_the_horns,\\\\U0001F918\\,\'\\U0001f918\
hand-fingers-partial,181,U+1F919,U0001F919,call_me_hand,\\\\U0001F919\\,\'\\U0001f919\
hand-single-finger,182,U+1F448,U0001F448,backhand_index_pointing_left,\\\\U0001F448\\,\'\\U0001f448\
hand-single-finger,183,U+1F449,U0001F449,backhand_index_pointing_right,\\\\U0001F449\\,\'\\U0001f449\
hand-single-finger,184,U+1F446,U0001F446,backhand_index_pointing_up,\\\\U0001F446\\,\'\\U0001f446\
hand-single-finger,185,U+1F595,U0001F595,middle_finger,\\\\U0001F595\\,\'\\U0001f595\
hand-single-finger,186,U+1F447,U0001F447,backhand_index_pointing_down,\\\\U0001F447\\,\'\\U0001f447\
hand-single-finger,187,U+261D,U000261D,index_pointing_up,\\\\U000261D\\,\'\\U000261d\
hand-single-finger,188,U+1FAF5,U0001FAF5,index_pointing_at_the_viewer,\\\\U0001FAF5\\,\'\\U0001faf5\
hand-fingers-closed,189,U+1F44D,U0001F44D,thumbs_up,\\\\U0001F44D\\,\'\\U0001f44d\
hand-fingers-closed,190,U+1F44E,U0001F44E,thumbs_down,\\\\U0001F44E\\,\'\\U0001f44e\
hand-fingers-closed,191,U+270A,U000270A,raised_fist,\\\\U000270A\\,\'\\U000270a\
hand-fingers-closed,192,U+1F44A,U0001F44A,oncoming_fist,\\\\U0001F44A\\,\'\\U0001f44a\
hand-fingers-closed,193,U+1F91B,U0001F91B,left-facing_fist,\\\\U0001F91B\\,\'\\U0001f91b\
hand-fingers-closed,194,U+1F91C,U0001F91C,right-facing_fist,\\\\U0001F91C\\,\'\\U0001f91c\
hands,195,U+1F44F,U0001F44F,clapping_hands,\\\\U0001F44F\\,\'\\U0001f44f\
hands,196,U+1F64C,U0001F64C,raising_hands,\\\\U0001F64C\\,\'\\U0001f64c\
hands,197,U+1FAF6,U0001FAF6,heart_hands,\\\\U0001FAF6\\,\'\\U0001faf6\
hands,198,U+1F450,U0001F450,open_hands,\\\\U0001F450\\,\'\\U0001f450\
hands,199,U+1F932,U0001F932,palms_up_together,\\\\U0001F932\\,\'\\U0001f932\
hands,200,U+1F91D,U0001F91D,handshake,\\\\U0001F91D\\,\'\\U0001f91d\
hands,201,U+1F64F,U0001F64F,folded_hands,\\\\U0001F64F\\,\'\\U0001f64f\
hand-prop,202,U+270D,U000270D,writing_hand,\\\\U000270D\\,\'\\U000270d\
hand-prop,203,U+1F485,U0001F485,nail_polish,\\\\U0001F485\\,\'\\U0001f485\
hand-prop,204,U+1F933,U0001F933,selfie,\\\\U0001F933\\,\'\\U0001f933\
body-parts,205,U+1F4AA,U0001F4AA,flexed_biceps,\\\\U0001F4AA\\,\'\\U0001f4aa\
body-parts,206,U+1F9BE,U0001F9BE,mechanical_arm,\\\\U0001F9BE\\,\'\\U0001f9be\
body-parts,207,U+1F9BF,U0001F9BF,mechanical_leg,\\\\U0001F9BF\\,\'\\U0001f9bf\
body-parts,208,U+1F9B5,U0001F9B5,leg,\\\\U0001F9B5\\,\'\\U0001f9b5\
body-parts,209,U+1F9B6,U0001F9B6,foot,\\\\U0001F9B6\\,\'\\U0001f9b6\
body-parts,210,U+1F442,U0001F442,ear,\\\\U0001F442\\,\'\\U0001f442\
body-parts,211,U+1F9BB,U0001F9BB,ear_with_hearing_aid,\\\\U0001F9BB\\,\'\\U0001f9bb\
body-parts,212,U+1F443,U0001F443,nose,\\\\U0001F443\\,\'\\U0001f443\
body-parts,213,U+1F9E0,U0001F9E0,brain,\\\\U0001F9E0\\,\'\\U0001f9e0\
body-parts,214,U+1FAC0,U0001FAC0,anatomical_heart,\\\\U0001FAC0\\,\'\\U0001fac0\
body-parts,215,U+1FAC1,U0001FAC1,lungs,\\\\U0001FAC1\\,\'\\U0001fac1\
body-parts,216,U+1F9B7,U0001F9B7,tooth,\\\\U0001F9B7\\,\'\\U0001f9b7\
body-parts,217,U+1F9B4,U0001F9B4,bone,\\\\U0001F9B4\\,\'\\U0001f9b4\
body-parts,218,U+1F440,U0001F440,eyes,\\\\U0001F440\\,\'\\U0001f440\
body-parts,219,U+1F441,U0001F441,eye,\\\\U0001F441\\,\'\\U0001f441\
body-parts,220,U+1F445,U0001F445,tongue,\\\\U0001F445\\,\'\\U0001f445\
body-parts,221,U+1F444,U0001F444,mouth,\\\\U0001F444\\,\'\\U0001f444\
body-parts,222,U+1FAE6,U0001FAE6,biting_lip,\\\\U0001FAE6\\,\'\\U0001fae6\
person,223,U+1F476,U0001F476,baby,\\\\U0001F476\\,\'\\U0001f476\
person,224,U+1F9D2,U0001F9D2,child,\\\\U0001F9D2\\,\'\\U0001f9d2\
person,225,U+1F466,U0001F466,boy,\\\\U0001F466\\,\'\\U0001f466\
person,226,U+1F467,U0001F467,girl,\\\\U0001F467\\,\'\\U0001f467\
person,227,U+1F9D1,U0001F9D1,person,\\\\U0001F9D1\\,\'\\U0001f9d1\
person,228,U+1F471,U0001F471,person:_blond_hair,\\\\U0001F471\\,\'\\U0001f471\
person,229,U+1F468,U0001F468,man,\\\\U0001F468\\,\'\\U0001f468\
person,230,U+1F9D4,U0001F9D4,person:_beard,\\\\U0001F9D4\\,\'\\U0001f9d4\
person,231,U+1F9D4 U+200D U+2642 U+FE0F,U0001F9D4 U000200D U0002642 U000FE0F,man:_beard,\\\\U0001F9D4 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f9d4 \U000200d \U0002642 \U000fe0f\
person,232,U+1F9D4 U+200D U+2640 U+FE0F,U0001F9D4 U000200D U0002640 U000FE0F,woman:_beard,\\\\U0001F9D4 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f9d4 \U000200d \U0002640 \U000fe0f\
person,233,U+1F468 U+200D U+1F9B0,U0001F468 U000200D U0001F9B0,man:_red_hair,\\\\U0001F468 \U000200D \U0001F9B0\\,\'\\U0001f468 \U000200d \U0001f9b0\
person,234,U+1F468 U+200D U+1F9B1,U0001F468 U000200D U0001F9B1,man:_curly_hair,\\\\U0001F468 \U000200D \U0001F9B1\\,\'\\U0001f468 \U000200d \U0001f9b1\
person,235,U+1F468 U+200D U+1F9B3,U0001F468 U000200D U0001F9B3,man:_white_hair,\\\\U0001F468 \U000200D \U0001F9B3\\,\'\\U0001f468 \U000200d \U0001f9b3\
person,236,U+1F468 U+200D U+1F9B2,U0001F468 U000200D U0001F9B2,man:_bald,\\\\U0001F468 \U000200D \U0001F9B2\\,\'\\U0001f468 \U000200d \U0001f9b2\
person,237,U+1F469,U0001F469,woman,\\\\U0001F469\\,\'\\U0001f469\
person,238,U+1F469 U+200D U+1F9B0,U0001F469 U000200D U0001F9B0,woman:_red_hair,\\\\U0001F469 \U000200D \U0001F9B0\\,\'\\U0001f469 \U000200d \U0001f9b0\
person,239,U+1F9D1 U+200D U+1F9B0,U0001F9D1 U000200D U0001F9B0,person:_red_hair,\\\\U0001F9D1 \U000200D \U0001F9B0\\,\'\\U0001f9d1 \U000200d \U0001f9b0\
person,240,U+1F469 U+200D U+1F9B1,U0001F469 U000200D U0001F9B1,woman:_curly_hair,\\\\U0001F469 \U000200D \U0001F9B1\\,\'\\U0001f469 \U000200d \U0001f9b1\
person,241,U+1F9D1 U+200D U+1F9B1,U0001F9D1 U000200D U0001F9B1,person:_curly_hair,\\\\U0001F9D1 \U000200D \U0001F9B1\\,\'\\U0001f9d1 \U000200d \U0001f9b1\
person,242,U+1F469 U+200D U+1F9B3,U0001F469 U000200D U0001F9B3,woman:_white_hair,\\\\U0001F469 \U000200D \U0001F9B3\\,\'\\U0001f469 \U000200d \U0001f9b3\
